1001	927	c-g
1001	928	c-g
1001	929	c-g
1001	930	c-g
1001	932	c-g
1001	933	c-g
1001	937	c-g
1001	940	c-g
1001	941	c-g
1001	942	c-g
1001	943	c-g
1001	946	c-g
1001	947	c-g
1001	948	c-g
1001	949	c-g
1001	950	c-g
1001	956	c-g
1001	957	c-g
1001	958	c-g
1001	959	c-g
1001	960	c-g
1001	961	c-g
1001	962	c-g
1001	963	c-g
1001	964	c-g
1001	965	c-g
1001	967	c-g
1001	971	c-g
1001	972	c-g
1001	973	c-g
1001	976	c-g
1001	977	c-g
1001	978	c-g
1001	979	c-g
1001	980	c-g
1001	981	c-g
1001	982	c-g
1001	983	c-g
1001	989	c-g
1001	990	c-g
1001	991	c-g
1001	992	c-g
1001	996	c-g
1001	997	c-g
1001	1000	c-g
1002	236	c-g
1002	237	c-g
1002	247	c-g
1002	249	c-g
1002	251	c-g
1002	252	c-g
1002	254	c-g
1002	257	c-g
1002	258	c-g
1002	259	c-g
1002	261	c-g
1002	262	c-g
1002	271	c-g
1002	276	c-g
1002	278	c-g
1002	280	c-g
1002	281	c-g
1002	283	c-g
1002	289	c-g
1002	291	c-g
1002	292	c-g
1002	294	c-g
1002	296	c-g
1002	298	c-g
1002	299	c-g
1002	300	c-g
1002	301	c-g
1002	303	c-g
1002	305	c-g
1002	306	c-g
1002	307	c-g
1002	309	c-g
1002	310	c-g
1002	312	c-g
1002	313	c-g
1002	315	c-g
1002	317	c-g
1002	320	c-g
1002	322	c-g
1002	330	c-g
1002	332	c-g
1002	333	c-g
1002	334	c-g
1003	403	c-g
1003	404	c-g
1003	405	c-g
1003	406	c-g
1003	409	c-g
1003	413	c-g
1003	414	c-g
1003	417	c-g
1003	419	c-g
1003	423	c-g
1003	428	c-g
1003	430	c-g
1003	431	c-g
1003	432	c-g
1003	437	c-g
1003	439	c-g
1003	440	c-g
1003	444	c-g
1003	448	c-g
1003	449	c-g
1003	451	c-g
1003	452	c-g
1003	453	c-g
1003	458	c-g
1003	460	c-g
1003	462	c-g
1003	463	c-g
1003	465	c-g
1003	467	c-g
1003	468	c-g
1003	469	c-g
1003	473	c-g
1003	476	c-g
1003	478	c-g
1003	482	c-g
1003	485	c-g
1003	486	c-g
1004	101	c-g
1004	105	c-g
1004	106	c-g
1004	108	c-g
1004	111	c-g
1004	112	c-g
1004	114	c-g
1004	116	c-g
1004	117	c-g
